Source	Target
25	SLC18A3
25	TSPO
25	ESR2
25	JAK3
25	JAK1
25	JAK2
25	TYK2
25	PRSS1
25	HTR6
25	PTGER4
25	PTGER3
25	MTNR1B
25	CCR3
25	CYP19A1
25	BRD4
25	NR1D1
25	PARP2
25	TK1
25	GRM3
25	GRM8
25	GRM6
25	GRM2
25	PDE4D
25	PDE7A
25	PRNP
25	ROCK2
25	HSD17B3
25	SLC6A9
25	ROCK2
25	CACNA1H
25	NR3C1
25	SSTR3
25	LSS
25	AR
26	CCKAR
26	MC1R
26	CYP51
26	MC5R
26	MMP11
26	CD36
26	CCKBR
26	EDNRA
26	MC4R
26	GRPR
26	EDNRB
26	MC3R
26	CACNA2D1
26	NMBR
26	FPR-S1
26	GHSR
26	ECE1
26	MAGI3
26	SLC7A5
26	SSTR2
26	HDH
26	SLC1A5
26	KISS1R
26	GRIK1
26	HISD
26	RUVBL1
26	NRDE
26	KYNU
26	SSTR5
26	MME
26	TACR1
26	TACR2
26	RNPEP
26	CPA3
26	SLC15A2
26	SSTR1
26	SSTR4
26	SSTR3
26	SLC15A1
26	GRIK3
26	TH
26	IL1RN
26	TPH1
26	GRIK2.L
26	ACE
26	GABRA1
26	GRIA2
26	GRIA3
26	GABRB2
26	AKT1
26	BRS3
26	MURI
26	NTSR1
26	KIF11
26	GABRG2
26	MMP9
26	SURA
26	MMP8
26	GRIA1
26	NCOR2
26	MMP14
26	SLC7A10
26	SPR
26	NAN
26	CYP73A1
26	LAP3
26	MMP2
26	LEUS
26	GABRA2
26	GABRA5
26	GABRB3
26	ERAP2
26	NMUR1
26	EPHA2
26	MRAY
26	DNMT1
26	SNCA
26	SLC1A1
26	LNPEP
26	GHRHR
26	DNPEP
26	GRIK5
26	OPRM1
26	ALOX15
26	CYP125
26	NPR
26	PLC
26	DSBA
26	FABI
26	BLAIMP-1
26	ERAP1
26	SLCO1C1
26	CFTR
26	TYR
26	HDAC2
26	LASB
26	GRIA4
26	HDAC3
26	ST3GAL1
26	PGGT1B
26	FSHR
26	TSPO
26	CPA1
26	OPRD1
26	AKT3
26	GRIN2A
26	CHRNA7
26	HTR1B
26	MMP1
26	GRIK2
26	MPO
26	PRKAB2
26	YARS1
26	ANPEP
26	HES1
26	SLC1A2
26	TDO2
26	SLCO4C1
26	ADAM12
26	GABRA3
26	HDAC1
26	CTSL
26	MMP7
26	PRTN3
26	SSSIM
26	C5AR1
26	GABRB1
26	C3AR1
26	IDE
26	AHR
26	BCHE
26	ACHE
26	SLC1A6
26	ABCC2
26	RAD51
26	HDAC11
26	PSMB8
26	LY96
26	GPR84
26	CAPN1
26	HGFAC
26	REN1
26	LTA4H
26	PCNA
26	SLC1A3
26	VANX
26	CTSB
26	NRP1
26	HDAC8
26	TAT
26	TACR3
26	HTR3B
26	TIMP3
26	NCOR1
26	KMO
26	AKT2
26	PRKCG
26	ELANE
26	5-HT4R
26	PPIB
26	MRGPRX1
26	DRD4
26	BLM
26	FNTB
26	HTR1D
26	ADRA1B
26	FNTA
26	SLC6A4
26	UTS2R
26	THRB
26	MTNR1A
26	TPR
26	PYK
26	GRIN1
26	OPRK1
26	TMPRSS6
26	DEF
26	CASP10
26	HTR7
26	MMP25
26	MMP26
26	P2RY10
26	ERM
26	NR3C1
26	HDAC6
26	EPHA7
26	KIF20A
26	EPHA5
26	SLC22A6
26	PAM
26	MMP3
26	HTR1E
26	PRKD2
26	HDAC10
26	EPHA8
26	EPHB3
26	PQSD
26	LARS1
26	P4HB
26	EPHA4
26	HPN
26	HTR1A
26	GPR34
26	TRPM8
26	MAPK1
26	GNRHR
26	DRD3
26	ADCY5
26	HTR3A
26	NR3C2
26	EPHA1
26	EPHB1
26	MMP17
26	HLA-A
26	EPHA6
26	EPHB2
26	FPR1
26	MMP15
26	FPR2
26	PRKG2
26	DRD2
26	CDC42BPA
26	SGK2
26	CDC25B
26	SLC6A2
26	DYRK3
26	GPR142
26	ST14
26	HTR2B
26	HTR4
26	BHMT
26	EPHB6
26	HTR2A
26	BMP1
26	CBX7
26	PTGS1
26	NPEPPS
26	STK3
26	HTR2C
26	PSMB9
26	PRKAA1
26	THRA
26	LHCGR
26	IMPDH1
26	PPIA
26	CYP11B1
26	GSK3B
26	MTNR1B
26	F10
26	RPS6KA3
26	PAK1
26	EPHA3
26	PSMB5
26	ALB
26	GYRB
26	KCNA5
26	PRKX
26	CAMK2D
26	5HTR1D
26	TSSK1B
26	HDAC9
26	GSK3A
26	CAMK2B
26	HDAC5
26	CASP5
26	HDAC7
26	CAMK2G
26	PHKG2
26	PRKG1
26	PRKCD
26	CTSC
26	PTPRA
26	MYLK
26	SLC6A3
26	REN
26	AVPR1A
26	TAOK3
26	PIGA
26	GABRA6
26	PRKD3
26	IDO1
26	HTR2B
26	HTR1A
26	HTR2A
26	HTR2C
26	HTR7
26	ADRA2A
26	HTR1B
26	HTR1D
26	ADRB1
26	HTR1E
26	HTR6
26	TACR1
26	SLC6A3
26	MMP3
26	ANPEP
26	ENPEP
26	MPO
26	GABBR1
26	CTSL
26	GRIA1
26	SLC6A4
26	KDM4C
26	MME
26	ERAP2
26	SLC6A2
26	EPHA2
26	EPHB2
26	EPHA5
26	EPHA4
26	EPHA8
26	EPHA6
26	EPHA7
26	EPHB3
26	EPHA3
26	EPHB1
26	EPHB4
26	EPHA1
26	EPHB6
26	CTSC
26	CACNA2D1
26	MC1R
26	SLC15A1
26	ITGAL
26	MIF
26	MMP9
26	ACE
26	CTSB
26	PIM2
26	EDNRB
26	EDNRA
26	CCR3
26	HTR4
26	DRD1
26	DRD3
26	HTR5A
26	PPARG
26	CPN1
26	EPHX2
26	KMO
26	HSD11B1
26	SLC1A2
26	KDM5C
26	KDM4B
26	KDM5B
26	KDM4A
26	GPBAR1
26	TH
26	GRM2
26	PPIA
26	CHEK2
26	OPRM1
26	GHSR
26	GRM6
26	DDAH1
26	PTPN1
26	PTPN2
26	ADRB3
26	CCKBR
26	ADRA1A
26	DRD5
26	LTA4H
26	LAP3
26	COMT
26	CNR1
26	CNR2
26	GRIK1
26	CDK2
26	GRIK2
26	ST3GAL1
26	AOC3
26	ADORA3
26	PLA2G4A
26	RAD51
26	KCNA5
26	MMP1
26	MMP8
26	CASP1
26	ECE1
26	MTNR1A
27	TLR4
27	CA3
27	ITGA2B
27	ITGB3
27	PARP1
27	TPR
27	VKORC1
27	GUSB
27	GLI2
27	DAO
27	GP6
27	DDO
27	N1L
27	TUBB3
27	CTSV
27	QTRT1
27	ADRA2A
27	TNKS2
27	GABRA6
27	PARP2
27	FASN
27	KDR
27	PARP3
27	TSPO
27	GPRC6A
27	GLI1
27	PARP12
27	AURKC
27	CREB1
27	KCNA3
27	NPEPPS
27	ENV
27	GRIN1
27	DBH
27	HES1
27	PDE5A
27	NAN
27	DHODH
27	PDGFRA
27	TNKS
27	PDGFRB
27	TRPM2
27	RNASEH1
27	CA6
27	CA4
27	GABRA4
27	TUBB2B
27	GABRA3
27	PARP15
27	MVFR
27	MPO
27	PTK6
27	GABRA2
27	PARP4
27	ABCG2
27	PARP14
27	GABRA1
27	KIF20A
27	GABRB2
27	FABH
27	GABRG2
27	STXA
27	NQO1
27	PDE3B
27	CHRNA7
27	MCL1
27	GABRB3
27	UL26
27	PLAUR
27	DYRK1A
27	CCND3
27	CHEK1
27	CCND1
27	CYP1B1
27	AKR1B1
27	UCHL1
27	RECA
27	ALB
27	NUAK1
27	PTGS2
27	TUBA1A
27	GABRA5
27	CYP11B2
27	PTPRS
27	BETA-TUBULIN
27	IMPDH2
27	ADORA1
27	ADORA3
27	CDK5R1
27	KIF11
27	GLMU
27	ALOX5
27	STK33
27	FGFR1
27	DRD5
27	TLR1
27	TLR2
27	DAO
27	DDO
27	AURKB
27	CDK2
27	CDK1
27	CDK4
27	AURKA
27	CYP19A1
27	PLK3
27	BTK
27	ERCC5
27	KDR
27	NQO2
27	CCND1
27	CTSV
27	CCNE2
27	SRC
27	ERN1
27	ABCG2
27	CCNE1
27	KCNMA1
27	HSP90AA1
27	PDGFRB
27	SLC22A12
27	ADORA1
27	CTSB
27	MIF
27	RNASEH1
27	CHEK1
27	CISD1
27	HDAC6
27	IDH1
27	HDAC8
27	DHODH
27	PTK2B
27	MCHR1
27	GLI2
27	GLI1
27	NAT1
27	KCNA3
27	DBH
27	CDK5R1
27	PDPK1
27	WEE1
27	CTSL
27	AR
27	ERBB2
27	PTGS1
27	MAPK14
27	CYP2C9
27	GSTA1
27	MAPK1
27	RPS6KA3
27	EIF4H
27	PABPC1
27	SAE1
27	TBXAS1
27	HSD17B3
27	PARP1
27	TYMS
27	PDGFRA
27	CA7
27	CA3
27	CA6
27	CA14
27	CA4
27	CA13
27	CA5B
27	CA5A
27	TNKS2
27	TNKS
27	F2
27	CES2
27	MPI
27	KDM4E
27	KDM5C
27	KDM4A
27	KDM4D
27	KDM4C
27	ADORA2A
27	NQO1
27	ACHE
27	PARP2
27	CNR2
27	FEN1
27	TERT
27	PRKCE
27	ROCK1
27	CHUK
27	GRM2
27	BRD9
27	RAC1
27	PSMB5
27	IDO1
27	TDO2
27	RORC
27	RORB
27	RORA
27	FGFR2
27	HTR2C
28	SLC13A5
28	ACLY
28	SLC13A2
28	SLC13A3
28	ALDH5A1
28	MGRA
28	NAN
28	ABAT
28	PAM
28	TAAR1
28	CAN2
28	CA
28	FFAR1
28	NAALAD2
28	CYP24A1
28	YARS1
28	NANA
28	MME
28	IMPA1
28	TAT
28	NCE103
28	SSSIM
28	CTBP2
28	FFAR4
28	CA3
28	KDM4E
28	ESR2
28	TYR
28	MTCA1
28	HSD17B3
28	ESR1
28	PPO2
28	TAS2R14
28	CPA1
28	CPA3
28	CPB2
28	HSD11B1
28	PTGFR
28	CYP19A1
28	ERCC5
28	FEN1
28	ESR1
28	ESR2
28	KDM2A
28	KDM6B
28	PHF8
28	KDM5C
28	FOLH1
28	PPARG
28	PPARA
28	NAALAD2
28	LAP3
28	PTGER1
28	PTGER2
28	SLC13A5
28	HAO1
28	HTR1A
28	SHBG
28	JUN
28	DUSP3
28	CDC25A
28	HSD17B3
28	KIF11
28	OGA
28	PTGS1
28	MAP2K1
28	STS
28	SLC6A3
28	RNPEP
28	CA7
28	CA12
28	CA9
28	SCN9A
28	ECE1
28	SLC6A4
28	ALOX5
28	PTGES
28	SLC5A2
28	THRA
28	THRB
28	F2
28	PRSS1
28	PPARD
28	PTGER3
28	KYNU
28	MAOA
28	SLC6A2
28	CYP1A2
28	NR3C1
28	OPRK1
28	GCLC
28	MMP13
28	MMP12
28	FYN
28	TYR
28	EGFR
28	LCK
28	ADRA2A
28	ADRA2C
28	ADRA2B
28	CHRM2
28	CHRM1
28	HTR2C
28	TACR2
28	CHRM3
28	ADRB3
28	FUCA1
28	NEU3
28	TPMT
28	CPB1
28	CACNA2D1
28	AR
28	PGR
28	ACLY
28	ACHE
28	KDM4E
28	IGF1R
28	SRC
28	PTK2
28	KDR
28	ALK
28	FDPS
28	EDNRB
28	EDNRA
28	POLA1
28	NR1H3
28	NR1H2
28	CTBP2
28	PTPN2
28	BCL2L1
28	CDK1
28	P2RX3
28	COMT
29	FIMH
29	SLC28A3
29	SLC5A1
29	GGTA1
29	OPRD1B
29	OPRD1A
29	SLC5A2
29	CD22
29	OPRM1
29	MAG
29	TYR
29	IMA1
29	FGF1
29	IL2
29	NAN
29	FGF2
29	LGALS9
29	PYGM
29	ALDH1B1
29	VEGFA
29	ALDH1A2
29	CA14
29	LGALS3
29	P4HB
29	F3
29	CA13
29	YARS1
29	HSP90AA1
29	LGALS3
29	LGALS9
29	F10
29	AMY1A
29	PTPN1
29	SERPINE1
29	PTPN2
29	BACE1
29	SQLE
29	AKR1B1
29	SLC6A2
29	SSTR5
29	SSTR2
29	SSTR4
29	SSTR1
29	SSTR3
29	ABCB1
29	VEGFA
29	FGF1
29	FGF2
29	HPSE
29	TDP1
29	PTAFR
29	SELP
29	PRKCG
29	PRKCD
29	PRKCA
29	PRKCB
29	PRKCE
29	PRKCH
29	PRKCQ
29	FDFT1
29	BCHE
29	PSEN2
29	PDE4D
29	VCP
29	TNNC1
29	TYR
29	SLC5A2
29	ACHE
29	ADORA1
29	GCGR
29	ADRA1A
29	ADRA1B
29	CCR6
29	PPM1A
29	TP53
29	SLC6A3
29	OPRK1
29	SLC5A4
29	SLC5A1
29	CDK1
29	POLB
29	ADRB2
29	TACR1
29	GLRA1
29	GLRA2
29	CES2
29	MMP2
29	MMP12
29	HTR2B
29	ADRA2A
29	ADRA2C
29	ADRA2B
29	DRD1
29	DRD2
29	ADRA1D
29	HTR2A
29	HTR2C
29	DRD3
29	CYP2D6
29	HTR6
29	HTR1B
29	ALOX5
29	RORC
29	CYP19A1
29	RYR1
29	PLA2G4B
29	SHBG
29	ACACB
29	SRD5A1
29	PTGS1
29	VDR
29	MLNR
29	BCL2L1
29	STS
29	EPHX2
29	MAG
29	TBXAS1
29	OPRM1
29	TRPV1
29	LGALS4
29	LGALS8
29	PTK6
29	MCHR1
29	CHRNA7
29	PLA2G4A
29	AR
29	PTGS2
30	SLC5A2
30	CREB1
30	FIMH
30	PYGM
30	FASN
30	GGTA1
30	TREH
30	NAN
30	SLC5A1
30	B4GALT1
30	PRKDC
30	SLC5A11
30	HK2
30	CYP1A1
30	IL2
30	HK1
30	SLC5A4
30	AKR1B1
30	LGALS9
30	FGF1
30	IMA1
30	CYP1B1
30	CRK2
30	LGALS7
30	AMY1A
30	UMPS
30	FGF2
30	VRK2
30	PTPRS
30	HRAS
30	MNAT1
30	PYRF
30	ALOX15B
30	XDH
30	ALDH1B1
30	LGALS3
30	LGALS1
30	VEGFA
30	TK
30	ALDH1A2
30	CLK1
30	CEL
30	MAK
30	ABCC2
30	TYR
30	ACVR2A
30	CALM1
30	IL6
30	ABCB1
30	CDKL5
30	CAMK4
30	CDK13
30	CSNK1A1L
30	CDC42BPB
30	STK32A
30	ADOK
30	PARG
30	ADRB2
30	PIP5K1C
30	P4HB
30	SIGMAR1
30	CDK15
30	CDK5R1
30	ACVR2B
30	CDK18
30	CA13
30	CCNT1
30	CILK1
30	IL5
30	CDK14
30	DSTYK
30	ERAP1
30	CCNA2
30	CCNE2
30	ALOX15
30	AKR1B1
30	CA7
30	CA12
30	TP53
30	SLC29A1
30	SQLE
30	SLC5A1
30	TNNC1
30	ABCB1
30	CDK5R1
30	SLC5A2
30	ALOX5
30	LRRK2
30	GRK7
30	HIPK4
30	TAOK2
30	MAK
30	CDKL5
30	ICK
30	VRK2
30	PIP4K2C
30	CDK13
30	CSF1R
30	ABL1
30	CCND1
30	CDK1
30	CCNE1
30	PIP5K1C
30	DSTYK
30	KIT
30	FLT3
30	PDGFRA
30	EGFR
30	EPHA2
30	CCNE2
30	CCNB3
30	CDK2
30	CCND3
30	MAP2K3
30	CDK7
30	CDK9
30	PIM1
30	JAK3
30	MAPK8
30	DYRK1A
30	RPS6KA3
30	PHKG2
30	CSNK1G1
30	CAMK4
30	CDK6
30	RPS6KA1
30	PRKD3
30	GSK3B
30	MAPK10
30	CSNK1A1
30	CAMK2D
30	GSK3A
30	MAP3K9
30	MAP3K10
30	MAP2K4
30	JAK2
30	ROCK2
30	ERBB4
30	CDK2
30	CDK7
30	CDK1
30	CDK9
30	RPS6KA4
30	ROCK1
30	CDK4
30	IRAK1
30	PKN1
30	PYGM
30	IKBKE
30	TYK2
30	IRAK4
30	PLK4
30	CAMK2G
30	AAK1
30	PRKD1
30	RPS6KA2
30	PRKCQ
30	STK17B
30	EPHA5
30	PHKG1
30	CDK5
30	PRKAA1
30	CAMK2B
30	CAMK2A
30	MKNK2
30	FRK
30	CLK1
30	CLK2
30	CLK3
30	RPS6KA5
30	ALK
30	TGFBR2
30	GAK
30	CDK3
30	RPS6KB1
31	SLC5A2
31	CREB1
31	FIMH
31	PYGM
31	FASN
31	GGTA1
31	TREH
31	NAN
31	SLC5A1
31	B4GALT1
31	PRKDC
31	SLC5A11
31	HK2
31	CYP1A1
31	IL2
31	HK1
31	SLC5A4
31	AKR1B1
31	LGALS9
31	FGF1
31	IMA1
31	CYP1B1
31	CRK2
31	LGALS7
31	AMY1A
31	UMPS
31	FGF2
31	VRK2
31	PTPRS
31	HRAS
31	MNAT1
31	PYRF
31	ALOX15B
31	XDH
31	ALDH1B1
31	LGALS3
31	LGALS1
31	VEGFA
31	TK
31	ALDH1A2
31	CLK1
31	CEL
31	MAK
31	ABCC2
31	TYR
31	ACVR2A
31	CALM1
31	IL6
31	ABCB1
31	CDKL5
31	CAMK4
31	CDK13
31	CSNK1A1L
31	CDC42BPB
31	STK32A
31	ADOK
31	PARG
31	ADRB2
31	PIP5K1C
31	P4HB
31	SIGMAR1
31	CDK15
31	CDK5R1
31	ACVR2B
31	CDK18
31	CA13
31	CCNT1
31	CILK1
31	IL5
31	CDK14
31	DSTYK
31	ERAP1
31	CCNA2
31	CCNE2
31	ALOX15
31	AKR1B1
31	CA7
31	CA12
31	SLC29A1
31	TP53
31	SLC5A1
31	SQLE
31	TNNC1
31	ABCB1
31	CDK5R1
31	PRKCG
31	PRKCB
31	PRKCZ
31	SLC5A2
31	HSP90AB1
31	ITGAV
31	ITGAV
31	PTGES
31	ITGA2B
31	ITGB1
31	ALOX5
31	SAE1
31	PRKACA
31	LRRK2
31	GRK7
31	HIPK4
31	TAOK2
31	MAK
31	CDKL5
31	ICK
31	VRK2
31	PIP4K2C
31	CDK13
31	CSF1R
31	ABL1
31	CCND1
31	CDK1
31	CCNE1
31	PIP5K1C
31	DSTYK
31	KIT
31	FLT3
31	PDGFRA
31	EGFR
31	EPHA2
31	CCNE2
31	CCNB3
31	CDK2
31	CCND3
31	MAP2K3
31	CDK7
31	CDK9
31	JAK3
31	MAPK8
31	DYRK1A
31	RPS6KA3
31	PHKG2
31	CSNK1G1
31	CAMK4
31	CDK6
31	RPS6KA1
31	PRKD3
31	GSK3B
31	MAPK10
31	CSNK1A1
31	CAMK2D
31	GSK3A
31	MAP3K9
31	MAP3K10
31	MAP2K4
31	JAK2
31	ROCK2
31	ERBB4
31	CDK2
31	CDK7
31	CDK1
31	CDK9
31	RPS6KA4
31	ROCK1
31	CDK4
31	IRAK1
31	PYGM
31	IKBKE
31	TYK2
31	IRAK4
31	PLK4
31	CAMK2G
31	AAK1
31	PRKD1
31	RPS6KA2
31	PRKCQ
31	STK17B
31	EPHA5
31	PHKG1
31	CDK5
31	PRKAA1
31	CAMK2B
31	CAMK2A
31	MKNK2
31	FRK
32	SLC5A2
32	CREB1
32	FIMH
32	PYGM
32	FASN
32	GGTA1
32	TREH
32	NAN
32	SLC5A1
32	B4GALT1
32	PRKDC
32	SLC5A11
32	HK2
32	CYP1A1
32	IL2
32	HK1
32	SLC5A4
32	AKR1B1
32	LGALS9
32	FGF1
32	IMA1
32	CYP1B1
32	CRK2
32	LGALS7
32	AMY1A
32	UMPS
32	FGF2
32	VRK2
32	PTPRS
32	HRAS
32	MNAT1
32	PYRF
32	ALOX15B
32	XDH
32	ALDH1B1
32	LGALS3
32	LGALS1
32	VEGFA
32	TK
32	ALDH1A2
32	CLK1
32	CEL
32	MAK
32	ABCC2
32	TYR
32	ACVR2A
32	CALM1
32	IL6
32	ABCB1
32	CDKL5
32	CAMK4
32	CDK13
32	CSNK1A1L
32	CDC42BPB
32	STK32A
32	ADOK
32	PARG
32	ADRB2
32	PIP5K1C
32	P4HB
32	SIGMAR1
32	CDK15
32	CDK5R1
32	ACVR2B
32	CDK18
32	CA13
32	CCNT1
32	CILK1
32	IL5
32	CDK14
32	DSTYK
32	ERAP1
32	CCNA2
32	CCNE2
32	ALOX15
32	AKR1B1
32	CA7
32	CA12
32	SLC29A1
32	TP53
32	ABCB1
32	CDK5R1
32	SLC5A2
32	SLC5A1
32	ALOX5
32	SQLE
32	LRRK2
32	GRK7
32	HIPK4
32	TAOK2
32	MAK
32	CDKL5
32	ICK
32	VRK2
32	PIP4K2C
32	CDK13
32	CSF1R
32	ABL1
32	CCND1
32	CDK1
32	CCNE1
32	PIP5K1C
32	DSTYK
32	KIT
32	FLT3
32	PDGFRA
32	EGFR
32	EPHA2
32	CCNE2
32	CCNB3
32	CDK2
32	CCND3
32	MAP2K3
32	CDK7
32	CDK9
32	PIM1
32	JAK3
32	MAPK8
32	DYRK1A
32	RPS6KA3
32	PHKG2
32	CSNK1G1
32	CAMK4
32	CDK6
32	RPS6KA1
32	PRKD3
32	GSK3B
32	MAPK10
32	CSNK1A1
32	CAMK2D
32	GSK3A
32	MAP3K9
32	MAP3K10
32	MAP2K4
32	JAK2
32	ROCK2
32	ERBB4
32	CDK2
32	CDK7
32	CDK1
32	CDK9
32	RPS6KA4
32	ROCK1
32	CDK4
32	IRAK1
32	PKN1
32	PYGM
32	IKBKE
32	TYK2
32	IRAK4
32	PLK4
32	CAMK2G
32	AAK1
32	PRKD1
32	RPS6KA2
32	PRKCQ
32	STK17B
32	EPHA5
32	PHKG1
32	CDK5
32	PRKAA1
32	CAMK2B
32	CAMK2A
32	MKNK2
32	FRK
32	CLK1
32	CLK2
32	CLK3
32	RPS6KA5
32	ALK
32	TGFBR2
32	GAK
32	CDK3
32	RPS6KB1
32	CDC42BPA
33	SLC5A2
33	FIMH
33	PYGM
33	FASN
33	ALDH2
33	LGALS9
33	NAN
33	SLC5A1
33	PRKDC
33	ALDH1A7
33	SLC5A11
33	IL2
33	P4HB
33	B4GALT1
33	TRAP
33	FGF1
33	IMA1
33	HK2
33	LGALS7
33	CRK2
33	HK1
33	FGF2
33	LGALS3
33	VRK2
33	HRAS
33	MNAT1
33	LGALS1
33	ALDH1B1
33	ADOK
33	VEGFA
33	ALDH1A2
33	SLC28A2
33	ABCB1A
33	MAK
33	TYR
33	CLK1
33	ACVR2A
33	SLC5A4
33	IL6
33	TOP1
33	AKR1B1
33	CDKL5
33	CAMK4
33	PARG
33	ADRB2
33	NANH
33	CDK13
33	CSNK1A1L
33	CDC42BPB
33	STK32A
33	PIP5K1C
33	IL5
33	CA7
33	CDK15
33	CA13
33	ACVR2B
33	CDK18
33	CA4
33	ERAP1
33	CILK1
33	AKR1B1
33	CA7
33	CA12
33	SLC29A1
33	NMUR2
33	ADRA2A
33	ADRA2C
33	CA2
33	CA4
33	NQO2
33	TP53
33	NOX4
33	VCP
33	TNNC1
33	PRKCG
33	PRKCB
33	SLC5A1
33	SQLE
33	PRKCZ
33	ITGAV
33	ITGA2B
33	ITGB1
33	ALOX5
33	MMP13
33	MMP2
33	ESR2
33	ITGAV
33	KISS1R
33	GRK6
33	PRKACA
33	PIK3CA
33	ACHE
33	IKBKB
33	HSP90AB1
33	F10
33	SAE1
33	SERPINE1
33	PTGES
33	CHEK2
33	CHEK1
33	GRK3
33	GRK2
33	GRK5
33	GRK4
33	FBP1
33	ABCB1
33	BCHE
33	LRRK2
33	HIPK4
33	TAOK2
33	MAK
33	CDKL5
33	ICK
33	VRK2
33	PIP4K2C
33	CDK13
33	CSF1R
33	ABL1
33	CDK5R1
33	CCND1
33	CDK1
33	CCNE1
33	PIP5K1C
33	DSTYK
33	KIT
33	FLT3
33	PDGFRA
33	EGFR
33	EPHA2
33	CCNE2
33	CCNB3
33	CDK2
33	CCND3
33	MAP2K3
33	CDK7
33	CDK9
33	PIM1
33	JAK3
33	MAPK8
33	DYRK1A
33	PHKG2
33	CSNK1G1
33	CAMK4
33	CDK6
33	RPS6KA1
33	PRKD3
33	GSK3B
33	MAPK10
33	CSNK1A1
33	CAMK2D
33	GSK3A
33	MAP3K9
33	MAP3K10
33	MAP2K4
33	JAK2
33	ROCK2
33	ERBB4
33	CDK2
33	CDK7
33	CDK1
34	CREB1
34	NPC1L1
34	OPRD1
34	FASN
34	ABCC3
34	MRP3
34	TOP1
34	PRKDC
34	CEL
34	AKR1B1
34	CYP1B1
34	P4HB
34	NAN
34	CYP1A1
34	ABCC2
34	RMLD
34	ST6GAL1
34	ST3GAL3
34	ARG1
34	CCNO
34	CBS
34	GUSB
34	XDH
34	PGF
34	CRK2
34	AMY1A
34	VRK2
34	FIMH
34	CCNE2
34	PTPRS
34	KCND3
34	ABCB1
34	MNAT1
34	IL2
34	ALOX15B
34	CLK1
34	CCNK
34	CCNT1
34	MAK
34	NMUR2
34	CALM1
34	ALDH1B1
34	SIGMAR1
34	ACVR2A
34	TNKS
34	FABG
34	CCNA2
34	ALDH1A2
34	FGF2
34	RPS6KA3
34	CDKL5
34	CAMK4
34	CDK13
34	CSNK1A1L
34	CDC42BPB
34	STK32A
34	FABZ
34	PIP5K1C
34	CDK5R1
34	ABCG2
34	SLCO1A1
34	CDK15
34	CDK9
34	AKR1B10
34	ACVR2B
34	CDK18
34	CILK1
34	CDK14
34	DSTYK
34	SLCO1B1
34	CDK17
34	NOX4
34	VEGFA
34	BCHE
34	CDK5
34	ALOX15
34	STK35
34	GRK6
34	ACHE
34	IAP
34	DYRK1A
34	TERT
34	DRD2
34	ABCC1
34	CAMKK1
34	IL5
34	AKR1B1
34	RPS6KA3
34	CA2
34	ACHE
34	CA7
34	CA12
34	CA4
34	NQO2
34	NOX4
34	ADRA2C
34	ADORA1
34	NMUR2
34	ADRA2A
34	XDH
34	TNF
34	IL2
34	PTGS2
34	CD38
34	PDE5A
34	CA1
34	CA13
34	HDAC6
34	HDAC8
34	HDAC1
34	HDAC10
34	ALOX5
34	CYP2C9
34	CYP2C19
34	SLC29A1
34	ALDH2
34	EGFR
34	HDAC3
34	HDAC2
34	HSP90AB1
34	CYP1A1
34	CYP1A2
34	CYP1B1
34	CXCR2
34	KDM4C
34	NOS2
34	DUSP3
34	PRKCG
34	PRKCA
34	PRKCB
34	MKNK2
34	MKNK1
34	PRKCD
34	PRKCE
34	PRKCH
34	SQLE
34	SIGMAR1
34	DRD2
34	EGLN1
34	PRKACA
34	PTGES
34	IGFBP3
34	PIK3CA
34	COMT
34	OPRD1
34	OPRM1
34	ABCG2
34	PIN1
34	ITGAV
34	IGFBP6
34	IGFBP4
34	IGFBP5
34	IGFBP2
34	IGFBP1
34	KIT
34	CA9
34	ABCC1
34	ABCB1
34	ADORA3
34	KDM5A
34	TERT
34	KCNA3
34	APP
34	PLG
34	MCL1
34	FLT3
34	ADORA2A
34	PFKFB3
34	PTPRS
34	ADRA1A
34	MAPT
34	KDM4E
34	GPR35
34	AVPR2
34	TOP2A
34	MAOA
34	CYP19A1
34	INSR
34	F2
34	DRD4
34	GLO1
34	MYLK
34	MPO
34	PIK3R1
34	DAPK1
34	PYGL
35	CREB1
35	NPC1L1
35	OPRD1
35	FASN
35	CYP1B1
35	TOP1
35	ABCC3
35	MRP3
35	PRKDC
35	AKR1B1
35	CYP1A1
35	NAN
35	P4HB
35	PTPRS
35	FIMH
35	ARG1
35	RMLD
35	ST6GAL1
35	ST3GAL3
35	ABCC2
35	GUSB
35	XDH
35	IL2
35	AMY1A
35	PGF
35	CRK2
35	VRK2
35	ABCB1
35	KCND3
35	ALOX15B
35	MNAT1
35	CBS
35	CLK1
35	SLC5A1
35	MAK
35	ALDH1B1
35	FABG
35	CALM1
35	ACVR2A
35	ALDH1A2
35	CCNE2
35	FGF2
35	CDKL5
35	CAMK4
35	FABZ
35	CCNT1
35	CDK13
35	CSNK1A1L
35	CDC42BPB
35	STK32A
35	SLC5A2
35	PIP5K1C
35	SLCO1A1
35	SIGMAR1
35	CDK5R1
35	CDK15
35	AKR1B10
35	NANH
35	ACVR2B
35	CDK18
35	CCNA2
35	ACHE
35	ALOX15
35	ABCG2
35	GRK6
35	SLCO1B1
35	CILK1
35	ERAP1
35	CDK14
35	DSTYK
35	NOX4
35	IL5
35	CDK17
35	TERT
35	VEGFA
35	STK35
35	AKR1B1
35	ADORA1
35	TNF
35	IL2
35	XDH
35	RPS6KA3
35	ACHE
35	CA7
